product_id,weight
270,212
31,196
725,196
280,192
675,191
45,190
292,189
524,187
720,186
102,186
680,185
302,184
510,183
656,183
780,182
516,179
166,178
344,177
321,177
33,177
219,176
701,176
462,176
291,175
347,175
41,175
414,175
497,174
647,174
547,173
519,173
195,172
465,172
379,172
99,171
683,171
190,171
75,170
574,170
389,169
311,169
316,168
767,166
423,165
718,165
305,165
710,164
60,164
484,164
764,163
227,163
799,163
20,163
415,162
359,162
72,162
421,161
165,161
715,161
616,161
124,160
393,159
107,159
772,159
326,159
482,157
525,157
756,156
268,155
256,155
238,155
417,155
494,155
534,155
706,154
28,154
602,154
21,153
83,153
629,153
723,153
650,153
475,153
477,153
206,152
788,152
262,152
674,152
703,152
352,151
234,151
24,151
600,151
702,151
695,150
619,150
769,150
778,150
752,150
488,150
175,150
489,149
327,149
15,149
454,149
409,149
607,148
763,148
432,148
439,148
698,148
593,148
264,147
334,147
212,147
11,147
373,147
349,147
577,147
621,147
667,147
501,146
51,146
641,145
263,145
354,145
117,145
96,145
627,144
560,144
121,144
750,144
424,144
645,144
224,144
445,144
436,144
528,144
400,144
26,143
661,143
106,143
745,143
214,143
239,143
732,143
176,142
783,142
18,142
605,142
377,142
177,142
472,142
382,141
407,141
740,141
146,141
157,141
649,141
563,141
608,141
681,141
16,141
79,140
70,140
473,140
471,140
204,140
639,140
89,140
662,140
644,140
589,140
34,139
151,139
562,139
554,139
289,139
184,139
192,139
174,139
776,139
697,139
492,139
420,138
455,138
114,138
90,138
320,138
651,138
278,138
343,138
442,138
395,138
413,138
210,138
481,138
298,137
538,137
612,137
225,137
411,137
469,137
689,136
178,136
691,136
731,136
324,136
800,136
520,136
499,135
468,135
640,135
522,135
95,135
550,134
669,134
78,134
94,134
726,134
5,134
422,134
557,134
116,134
133,134
652,133
101,133
586,133
625,133
631,133
470,133
109,133
419,133
410,133
463,133
437,133
310,132
566,132
495,132
512,132
402,132
444,132
637,132
632,132
98,132
441,132
611,132
125,132
567,131
670,131
514,131
208,131
152,131
595,131
283,131
724,131
396,131
130,130
92,130
259,130
48,130
606,130
572,130
142,130
154,130
167,130
223,130
543,130
749,130
4,130
759,129
47,129
657,129
717,129
700,129
711,129
81,129
30,129
531,129
161,129
186,129
180,129
506,129
351,128
609,128
372,128
68,128
556,128
529,128
579,128
65,127
293,127
181,127
511,127
620,127
242,127
434,127
638,127
699,127
713,127
746,127
796,127
521,127
199,127
526,126
216,126
777,126
3,126
194,126
155,126
576,126
399,126
549,126
545,126
555,126
387,126
111,126
246,126
357,126
646,126
751,126
684,126
203,126
599,125
74,125
673,125
730,125
87,125
654,125
329,125
736,125
742,125
244,125
564,125
771,125
508,124
794,124
105,124
66,124
688,124
231,124
787,124
461,124
533,124
412,124
527,123
582,123
537,123
173,123
73,123
56,123
722,123
265,123
727,123
744,123
648,123
97,123
126,123
369,123
240,123
140,123
503,122
785,122
14,122
215,122
483,122
171,122
797,122
325,122
332,122
67,122
86,122
189,122
580,122
569,122
254,122
241,122
486,122
770,121
247,121
85,121
696,121
276,121
558,121
614,121
403,120
426,120
476,120
757,120
272,120
284,120
331,120
322,120
328,119
80,119
43,119
581,119
584,119
150,119
138,119
553,119
496,119
306,119
348,119
58,119
598,118
539,118
279,118
44,118
604,118
435,118
630,118
358,118
288,118
735,118
274,117
335,117
682,117
658,117
345,117
490,117
430,117
753,117
618,117
103,117
100,117
104,117
467,117
22,116
183,116
509,116
115,116
147,116
544,116
371,116
734,116
38,116
296,116
773,116
779,116
480,116
633,116
505,115
416,115
144,115
719,115
655,115
39,115
71,115
323,115
82,115
213,115
408,115
622,115
401,115
197,115
459,114
299,114
267,114
642,114
301,114
237,114
636,114
375,114
694,114
374,114
635,114
362,114
491,114
500,114
502,114
583,114
504,114
200,114
791,113
798,113
294,113
119,113
198,113
427,113
196,113
23,113
27,113
2,113
7,112
191,112
741,112
453,112
314,112
460,112
209,112
40,112
786,112
363,112
277,112
513,111
474,111
257,111
406,111
339,111
364,111
628,111
286,111
282,111
385,111
570,111
336,110
425,110
367,110
552,110
368,110
261,110
515,110
266,110
782,110
312,110
110,110
141,110
594,110
546,110
236,110
233,110
792,109
19,109
704,109
243,109
341,109
232,109
592,109
523,109
156,109
168,109
315,109
705,109
77,108
356,108
748,108
57,108
193,108
383,108
158,108
205,108
428,108
217,108
112,108
431,107
211,107
692,107
679,107
716,107
517,107
666,107
353,107
590,107
743,107
290,107
35,107
360,106
498,106
728,106
663,106
221,106
775,106
596,106
781,106
755,106
285,105
456,105
50,105
448,105
222,105
789,105
179,105
36,105
1,105
255,105
134,105
25,105
338,105
464,105
760,104
793,104
42,104
376,104
6,104
303,104
69,104
366,104
340,104
388,104
271,103
784,103
307,103
61,103
297,103
118,103
128,103
535,103
653,103
391,103
229,103
597,103
761,103
392,102
136,102
170,102
88,102
551,102
163,102
765,102
295,102
172,102
686,102
440,101
93,101
672,101
127,101
91,101
532,101
49,101
433,101
9,101
218,101
287,101
559,101
143,101
575,101
29,101
248,100
624,100
230,100
12,100
542,100
626,100
451,100
160,100
678,100
46,100
479,100
245,99
591,99
122,99
485,99
8,99
76,99
346,99
145,99
568,99
738,98
53,98
13,98
390,98
384,98
55,98
59,97
162,97
317,97
17,97
207,97
355,97
404,96
149,96
714,96
220,96
148,96
617,96
571,96
201,96
64,96
397,96
135,96
32,96
634,96
540,95
613,95
252,95
350,95
446,95
458,95
309,95
758,95
762,94
333,94
330,94
643,94
707,94
457,94
690,94
269,94
664,94
337,94
159,94
187,93
381,93
129,93
137,93
132,93
659,93
530,93
747,93
342,93
153,93
687,93
676,92
123,92
721,92
429,92
251,92
737,91
493,91
394,91
665,91
228,90
418,90
712,90
601,89
386,89
37,89
766,89
768,89
466,89
729,89
318,89
202,89
226,89
774,88
541,88
561,88
380,88
378,88
253,88
603,87
623,87
84,87
108,87
139,87
313,87
693,87
188,87
677,87
182,87
275,86
10,86
587,86
668,86
447,86
452,86
249,86
260,85
308,85
361,85
131,85
585,85
588,85
578,85
365,85
739,84
169,83
273,83
507,83
120,83
518,82
449,82
709,82
754,82
685,82
671,82
281,81
573,81
113,81
790,80
63,80
438,80
405,80
235,79
615,79
319,79
304,79
487,78
565,78
795,78
164,78
300,76
54,76
708,76
450,75
62,75
548,75
258,74
370,74
52,73
185,71
478,71
443,70
733,70
398,66
250,64
610,63
536,60
660,54
